Fecha;Cierre;Apertura
05-09-2001;3.78;3.82
04-09-2001;3.82;3.78
03-09-2001;3.788;3.804
31-08-2001;3.85;3.76
30-08-2001;3.76;3.858
29-08-2001;3.86;3.85
28-08-2001;3.896;3.9
27-08-2001;3.862;3.842
24-08-2001;3.9;3.824
23-08-2001;3.86;3.834
22-08-2001;3.86;3.828
21-08-2001;3.812;3.846
20-08-2001;3.822;3.862
17-08-2001;3.938;3.8
16-08-2001;3.83;3.802
14-08-2001;3.802;3.796
13-08-2001;3.796;3.8
10-08-2001;3.78;3.788
09-08-2001;3.79;3.806
08-08-2001;3.828;3.822
07-08-2001;3.84;3.802
06-08-2001;3.838;3.782
03-08-2001;3.836;3.746
02-08-2001;3.77;3.688
01-08-2001;3.7;3.61
31-07-2001;3.676;3.616
30-07-2001;3.616;3.58
27-07-2001;3.58;3.602
26-07-2001;3.6;3.61
25-07-2001;3.6;3.622
24-07-2001;3.612;3.602
23-07-2001;3.602;3.604
20-07-2001;3.61;3.6
19-07-2001;3.61;3.6
18-07-2001;3.602;3.61
17-07-2001;3.63;3.602
16-07-2001;3.62;3.618
13-07-2001;3.66;3.682
12-07-2001;3.7;3.702
11-07-2001;3.686;3.738
10-07-2001;3.742;3.796
09-07-2001;3.77;3.7
06-07-2001;3.7;3.76
05-07-2001;3.73;3.796
04-07-2001;3.796;3.82
03-07-2001;3.82;3.772
02-07-2001;3.82;3.758
29-06-2001;3.77;3.7
28-06-2001;3.694;3.698
27-06-2001;3.702;3.74
26-06-2001;3.758;3.75
25-06-2001;3.79;3.7
22-06-2001;3.746;3.682
21-06-2001;3.708;3.612
20-06-2001;3.602;3.606
19-06-2001;3.62;3.58
18-06-2001;3.596;3.58
15-06-2001;3.6;3.64
14-06-2001;3.646;3.77
13-06-2001;3.76;3.762
12-06-2001;3.768;3.73
11-06-2001;3.74;3.74
08-06-2001;3.72;3.8
07-06-2001;3.8;3.85
06-06-2001;3.83;3.846
05-06-2001;3.822;3.802
04-06-2001;3.8;3.642
01-06-2001;3.66;3.664
31-05-2001;3.67;3.62
30-05-2001;3.62;3.606
29-05-2001;3.614;3.562
28-05-2001;3.58;3.56
25-05-2001;3.602;3.6
24-05-2001;3.608;3.6
23-05-2001;3.6;3.704
